,writer,titles,links,common_phrase,Text,Main_Actors,Main_actors_count,Role_names,Place,Lighting,lang
473,Hayk T,Kargin Haghordum sketch 510 (Hayko Mko),https://www.youtube.com/watch?v=vjxy9-s0sqU&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=111&t=0s,"էտի ոնց որ եկեղեցու խոռի երգչուհի լինի,էդ դրա ոտերը հաստատ ծուռա;    Բարևիկ, բարևիկ,կարմիր Արևիկ;     ունի միջնակարգ կրթություն,լավա,  ոչ մի լեզվի չի տիրապետում, ընտիրա;   -Ամուսնացած, չորս երեխա;","-Այ սա ոնց որ վատ աղջիկ չէր հն;   -Էսի ովա, էն երկար շորերով աղջիկը;   -Ըհըն;   -Հա լավ, էտի ոնց որ եկեղեցու խոռի երգչուհի լինի,էդ դրա ոտերը հաստատ ծուռա,այ էս դրա չափսերնա դուրս գալի, հլը նայի ինչ լավ չափսերա,հիցընհինգ ութանասունչորս  իննսընմեկ;   -Էսի հեռախոսի համարա;   -Հա, արա չեմ ջոկում էսքան մարդու նայեցինք իմ համար մի հատ կարգին քարտուղարուհի չենք կարում ճարենք;  մնաց այ էս աղջիկը, Ստեփանյան Արևիկը;   -Դե կանչի տենանք էտի ովա,   -Արևիկ;   -Բարև ձեզ, կարելիա՞;     -Բարևիկ, բարևիկ,կարմիր Արևիկ,  բոյդ ինչքանա ազիզ ջան;   -Մեկ ու յոթանասուն,  -Շատ լավա, արա ես քո կյանքին մեռնեմ, դու ստե էիր, մենք էլ ուրիշներին էինք նայում, բա ընդհանուր քանի քառակուսիա՞, ի նկատի ունեմ չափսերը էլի;    - 90 60 90;   -Արա ես քո ցավը տանեմ, դու սենց լավ աղջիկ ես,լավա ազիզ ջան, մենք անպայման իրար բան կանենք, կկապնվենք,հաջողություն;   -Ցտեսություն;   -Ջան, էսի որ մեկն էր, Ստեփանյան Արևիկ, ունի միջնակարգ կրթություն,լավա,  ոչ մի լեզվի չի տիրապետում, ընտիրա;   -Ամուսնացած, չորս երեխա;   -Լուրջ ես ասում,արա բայց տեսքին նայում ես չես ասի որ վափշե ամուսնացածա ու չորս հատ երեխա ունի , ինքը չէ՝ դուք։","Մկո, Արմինե, Հասմիկ",3,Արևիկ,Գրասենյակ,լուսավոր,հայերեն
474,Mary,Kargin Haghordum sketch 511 (Hayko Mko),https://www.youtube.com/watch?v=oPm64B_oPe4&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=112&t=0s,"Այ մարդ որ մի պարյադշնի տնօրենը իրա կնգա հետ կեթա հուրանոցում կաբրի;   դու բրոնյա արա, բրոնյա արա երկու տեղանոց, բայց մի կառավատանոց համար","-Հլը նայի Իսպանիայա, Իտալիայա, էդ կոմերը ինչ լավ հույրանոց կա, որ ալլ ինքլոիզինգ,;    -Հեսա մի հատ լավը գթել եմ,Իսպանիայում, ծովից էլ ընդհամենը  հիսուն մետրա հեռավորությունը ;   -Հա, այ էդի բռոնյա արա;   - ԲԱ ինչքան ժամանակով ենք գնում;   -Դե մի ամսով չեթանք իրարից բան հասկանանք մեռնեմ ջանիդ;   -Բա ձեր կինը ինչ կասի;   -Կնգաս էլ հմի կասեմ,էթում եմ կամանդիրովկա,Իսպանյա, ինչ պտի  ասի, այ քեզ բան;   -Բա որ ինքն էլ ուզենա գա;   -Այ մարդ որ մի պարյադշնի տնօրենը իրա կնգա հետ կեթա հուրանոցում կաբրի, դու բրոնյա արա, բրոնյա արա երկու տեղանոց, բայց մի կառավատանոց համար,գրի, գրի;   -Չհասկացա;   -․․․ ու  ըտե ավելացրու,գրի նստատեղերի բացակայության պատճառով , խնդրում ենք ավելացնել, լրացուցիչ աթոռներ,","Հայկո, Մկո, Հասմիկ",3,Ոչ մի,Գրասենյակ,լուսավոր,հայերեն
475,Hayk T,Kargin Haghordum sketch 512 (Hayko Mko),https://www.youtube.com/watch?v=XaYIbCf91Ds&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=113&t=0s,"ես միշտ էլ գիտեյի, որ քո վրա հույս կարելիա դնել, ապրես","-Ասա;   -Շեֆ ջան, կարելի է մի րոպեյով մտնել ձեզ մետ, ուղղակի կարևոր խոսալու բան կա;    -Արի,ասա Քնարիկ;   -ՈՒզում էի անձնական հարցով խոսայի,  -Անձնակա՞ն, նստի,հլը ասա տեսնեմ ինչա եղել,շատ տխուր ես երևում;   -Ես նոր գինեկոլոգի մոտից եմ գալիս, ու ինքը ինձ ասեց որ ես հղի եմ,հղիությունը արդեն չորս շաբաթականա,դա էլ հենց էն ժամանակահատվածնա ընկնում, որ  մենք միասին կամանդիրովկայում էինք, փաստորեն երեխան ձեզանիցա,բայց դուք մի անհանգստացեք, ես գիտակցում եմ, որ դուք էլ եք ամուսնացած , ես էլ եմ ամուսնացած ու որ ոչ դուք խայտառակ լինեք, ոչ ես խայտառակ լինեմ, ես որոշել եմ ինքնասպան լինեմ;   -Քնարիկ ջան, ես միշտ էլ գիտեյի, որ քո վրա հույս կարելիա դնել, ապրես","Մկո, Հասմիկ",2,Քնարիկ,Գրասենյակ,լուսավոր,հայերեն
476,Mary,Kargin Haghordum sketch 513 (Hayko Mko),https://www.youtube.com/watch?v=cgaTVZKUFuY&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=114&t=0s,"ախր էսի մեբելա ցավդ տանեմ, դեկարացիյա,   Հենց նոր ախպերս զանգեց, ասեց որ իրա մամայի մոտ էլա կույրաղիկը պայթել","-Արդեն լավա, ընդամենը երկու սխալ, հիմա երկրորդ բառը գրեք,ցավդ տանեմ ես ում ես բերել մոտս աշխատելու, էխր էսի երկու տառ գրել չգիտի,ախր էսի մեբելա ցավդ տանեմ, դեկարացիյա, հա հասկանում եմ , որ տղուս բանակից ազատեցիր, հասկանում եմ , որ վրես հոդված կար, ցավդ տանեմ, էդ հոդվածը վրայիցս հանեցիր,սաղ հասկանում եմ,հասկանում եմ, որ Հյուսիսային պողոտայում, էն ամենա ամենա մեջտեղը , էն ամենալավ տեղը տունը ինձ ապահովեցիր,առանց ոչ մի բանի ձրի, հա բայց ցավդ տանեմ,էս քո բերած մարդը ախր, էդ քո սաղ արածները  հավասարեցնումա զրոյի, ու ինչքան որ արել ես, հլը  ոնց որ ինչ-որ մի տեղ էլ պարտք ես էլի ոնց որ մնացե, հմի ինձի ասա ցավդ տանեմ, եթե քեզ էդքան պետքա ես էս մարդուն պահեմ,հլը սպասի,ինչա պատահել;   -Հենց նոր զանգեցին ասեցին, որ մամայի մոտ կույրաղիկը պայթելա ու իրան ծանր վիճակում տարան հիվանդանոց,հիմա ես ինչ եմ անելու;   -Եթե պետքա, գործը թողեք գնացեք հիվանդանոց, չէ չէ ես , որ  մամային էդ վիճակում տենամ հիվանդանոցում , ես կգժվեմ,ես ավելի լավա ստեղ մնամ  մի քիչ աշխատեմ, որ ցրվեմ;   -Դե ոնց ուզում եք, ցավդ տանեմ, հիմա մի հատ կենտրոնացի ու ինձ ասա, ինչքանովա պետք, որ էս մարդը մնա իմ մոտ աշխատելու,ոնց էդքանովա պետք,հլը սպասի, հիմա ինչա եղել;   -Հենց նոր ախպերս զանգեց, ասեց որ իրա մամայի մոտ էլա կույրաղիկը պայթել","Հայկո, Մկո",2,Ոչ մի,Գրասենյակ,լուսավոր,հայերեն
477,Արմիկ,Kargin Haghordum sketch 514 (Hayko Mko),https://www.youtube.com/watch?v=TDi8zy_55LU&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=115&t=0s,ովա քեզ ասել որ դու կարաս իմ հետ տենց խոսաս  ովա ասել հա ովա ասել իմ գինեկոլոգն ու փաստաբանը ,հաաա ուֆ եսիմ էս կես ժամա էկել եմ գործի հոգնեցի արդեն մի կես ժամ էլ նստեմ գնամ տուն ըհն ինձ ով կարա բան ասի այ քեզ բան հա հետո քեզնից ինչ կա երկու ժամա էն երկրորդ գծով զնգում եմ ինչի չես բարեհաճում պատասխանես ընկերուհուս հետ հեռախոսով խոսում եմ ոնց դու աշխագանքի ես էկել թե Կաբուլեծի հա բայց ինչա էղել ինչի ես գոռում ի էս ոնց ես խոսում տնօրենի հետ թե նենց առիթավորվար նենց հետս տեղ մեղ տարա մի երկու անգամ էլ իրար հետ քնանք դու նենց մտածում ես որ կարաս իմ հետ տենց խոսաս ովա քեզ ասել որ դու կարաս իմ հետ տենց խոսաս  ովա ասել հա ովա ասել իմ գինեկոլոգն ու փաստաբանը ,"Մկո,",2,ոչ մի,Գրասենյակ,լուսավոր,հայերեն
478,Hayk T,Kargin Haghordum sketch 515 (Hayko Mko),https://www.youtube.com/watch?v=tKigCXpjzt4&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=116&t=0s,,"-Վայ բարև ձեզ պարոն Ղարիբյան, ոնց եք բարի գալուստ, ոնց էր արտասահմանում, լավ հանգստացաք, մենք էլ ձեզ  անհամբեր սպասում էինք;   -Մի հատ անցի մոտս;  -Ըհըն;  -Այո;    -Կարելիա ընկեր Ղարիբյան;   -Այո, այո,Ինչ նորություն կա;   -Դե ձեր գնալուց առաջ, ինչպես որ զգուշացրել էիք, էդ մարդիկ էկան,բայց լրիվ հակառակը դուրս էկավ,ամբողջ գործարանը ստուգեցին, փաստաթղթերը ստուգեցին, ինչ ունեյինք չունեյինք նայեցին, պլոմբեցին, գործ հարուցեցին, ու ասեցին, որ մեկ ու կես միլիոն դոլար տուգանք պետքա վճարենք,հա, իսկ երկու օր առաջ, մեր գերմանացի գործընկերները զանգեցին ու ասեցին, որ մեր կնքած պայմանագիրը իրավական հիմքեր չունի ու մեր գործը երեք օր հետո լսվելույա Բեռլինյան դաստարանում, բա չիմացաք բանկից էին զանգել ու ասեցին վարկի ուշացման համար ձեր դաչան ու մեքենաները հանել են  աճուրդի ու վաճառում են, բա երկու ժամ առաջ չիմացաք ինչ էղավ, հինգ  հոգի, սև կուրտկաներով, քյաչալ գլխով  էկան օֆիս ու ասեցին, որ եթե գործարանը իրանց չծախենք իրանցհարմար գներով, իրանք էդ կվերցնեն ձրի ու մեղ մտածելու համար երկու ժամ  ժամանակ տվեցին;   -Էդքան վատ բան ասիր,նի ուժելի էս տաս օրվա մեջ  մի հատ լավ բան չի եղել;   -Էղելա;   -Բա ասա;   -Մենք երեխա ենք ունենալու",Մկո,2,Ղարիբյան,Գրասենյակ,լուսավոր,հայերեն
479,Mary,Kargin Haghordum sketch 516 (Hayko Mko),https://www.youtube.com/watch?v=jPbZPMl8Zmc&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=117&t=0s,,"-Նոր քարտուղարուհին ես, փաստորեն իմ տեղը դու ես հա, վատիկը չես, վատիկը չես, մի երկու խորհուրդ քեզ տամ, ես բաց սիրտ աղջիկ եմ, ինձ էլ են էդ խորհուրդները տվել, ես էշի պես չլսեցի, էս օրը ընկա, կարաս գործից ուշանաս,մի ժամ երկու ժամ,կարաս գործի ժամանակ մենակ քո անձնական գործերով զբաղվես,կարաս գործից ընդհանչապես ոչ մի բան չհասկանաս, մեր շեֆը էշի մեկնա ու էդ ամեն ինչը կարաս անես էնքան ժամանակ, քանի քո սիրուն ոտիկները մեր շեֆի ուշադրության կենտրոնումա,իսկ հիմա լսի ամենակարևոր բանը,կարևորը չընկենես մեր շեֆի կնոջ ուշադրության կենտրոնը , որը մեր մեջ ասած շատ թարախ անձնավորությունա, իսկ ավելի կոնկրետ,стерва редкостная,  ի միջայլոց, էս տարի արդեն հինգերորդ քարտուղարուհունա հանել տալիս, որ իմ խորհուրդը չլսես, դու կլնես վեցերորդը, իսկ որ լսես ու կատարես շեֆի ամենազարմանալի ցանկությունները , երկար տարիներ կմնաս քո տեղը, ի միջիայլոց, ամուսնացած ես;   -Այո;   -Այ էդ լավ չի, որտեղա աշխատում ամուսինդ;   -Այ էն դռան հետևում;","Հայկո, Հասմիկ",2,Ոչ մի,Գրասենյակ,լուսավոր,հայերեն
480,Hayk T,Kargin Haghordum sketch 517 (Hayko Mko),https://www.youtube.com/watch?v=qRZMxJQMlUg&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=118&t=0s,,"-Պետրոսյան ուրեմն երեկվա պայմանագրի թղթերն ես պատրաստում,հաշվապահական բոլոր ակտերը ստորագրում կնքում ես, հանձնում ես ինձ,   - դե ես իմ կաբինետում եմ;  -Մտի մի հատ մոտս;   -Պարոն Գևորգյան կարելիա՞;   -Արի, Արի, ուրեմն իմ տեղակալը՝ Պետրոսյանը, քեզանից բողոքումա,ասումա կարճ ես հագնվում, վերևը բաց ես հագնում, ինչ-որ էքստրավագանտ պրիչոսկաներ ես անում,պռոշներդ վառ ես քսում, շատ հաստ ես քսում և քանի որ բացի դու նրանից, որ իմ քարտուղարուհին ես նաև իրա քարտուղարուհին ես, դա իրան խանգարումա նորմալ աշխատել;  - բա ես հիմա ինչ պետքա անեմ;  -Դու ոնց կա ըտենց էլ շարունակի, ես էդ պահով Պետրոսյանին արդեն գործից հանել եմ;","Հայկո, Մկո",3,"Պետրոսյան, Գևորգյան",Գրասենյակ,լուսավոր,հայերեն
481,Արթուր,Kargin Haghordum sketch 518 (Hayko Mko),https://www.youtube.com/watch?v=NOD6acxtpFE&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=119&t=0s,Մեր տնօրենը ձեր նման գեղեցիկ և հմայիչ աղջիկների համար միշտ էլ ազատա ;Դե ասեք որ կիննա եկել ,Հեսա գալիս եմ շեֆ ջան Մառա մի հատ իջի խանութ ուտելիք մուտելիք բեր աչկիս ես ու շեֆը մինչև ուշ աշխատելու ենք սոված չմնանք ;էղավ Արմեն Գեղամիչ վայ լսեք բայց շեֆը զանգ էր սպասում գիտեք որ գնամ ով կպատասխանի ; Այ մարդ դու գնա ես էտ ընթացքում կնստեմ տեղդ ;ազիզ;Բարև ձեզ։Բարև ձեզ ;Տնօրենը ազատա ;Մեր տնօրենը ձեր նման գեղեցիկ և հմայիչ աղջիկների համար միշտ էլ ազատա ;Դե ասեք որ կիննա եկել ;,"Հայկո,Մկո,Հասմիկ",3,"Մառա,Արմեն Գեղամիչ",Գրասենյակ,լուսավոր,հայերեն
482,Արմիկ,Kargin Haghordum sketch 519 (Hayko Mko),https://www.youtube.com/watch?v=XI9QMVHkcIg&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=120&t=0s,հայուր դրամ մի հատ էլ հարյուր դրամ էլի հարյուր դրամ պապաի պապի հլը արի ինչա էղել բալես արա հարիֆ այ հարիֆ ինչա էղելաչքիս պուտանկեն վրետ ավելի էժան նստեր ստե թաղումա գալի     ,էսա ձկնիկը թոռնիկիս ուտելույա վայ վայ վայ վայ օօպաաա ցավտ տամեմ մեռնեմ ջանիդ էլի էկավ վայ պաչեց պաչեց պտտվումա տեսնում ես մարդիկ բացի հաց ուտելուց ուրիշ ինչեր են անում որոբհետև մարդիկ երեք չորս սենյականոց բնակարաներում են ապրում ոչ թե մեր նման մարդ ու կնիկ մի հատ էրեխա մի հատ էլ մեծ պապա մի սենյականոցում ենք հետո ուրեմ որ մի սենյակում ենք վերջ էլ ոչ մի բան չի լինելու  լինելույա ինչի չի լինելու ոնցա լինելու է մի բան կմգածենք հո սենց չի մնալու կմտածենք վեց ամիսա մտածում ենք մտածում եմ ու մտածել եմ  պապ ջան էրեխին վեկալ գնացեք մի քիչ էլ կուխնիում խաղացեք հա ինչի հմար դե գնացեք խաղացեք ինչ կլինի չէ կուխնիայում ինչ կա էնա թոռնիկիս հետ  ստեղ շատ լավ էլ խաղում ենք բալես պապուդ վեկալ գնացեք յուխնիում խաղացեք էլի ինչ կլինի չէ բալես հլը լսի հիմա մաման քեզ ինչա ասում հիմա գնում ես բալկոն ու ինչքան սև շորով մարդ կտենաս հաշվի պապան ամեն մեկի վամար քդզ հարյուր դրամ փող կտա հա դե գնա բալես գնա պապ ջան գնա նայի էրեխեն բալկոնից հանկարծ չընգնի էլի հաաաա հասկացա ինչւ համար եք մեզ լարում ստեղից էսօր էրեխին կուխնիա եք ուղարկում վաղը ձեր հաճույքներով զբաղվելու համար էրեխին բանակ էլ կուղարկեք զբաղվեք զբաղվեք ձեր ուզածով հայուր դրամ մի հատ էլ հարյուր դրամ էլի հարյուր դրամ պապաի պապի հլը արի ինչա էղել բալես արա հարիֆ այ հարիֆ ինչա էղելաչքիս պուտանկեն վրետ ավելի էժան նստեր ստե թաղումա գալի     ,"Հայկո,Մկո,Մարի",3,ոչ մի,Տուն,լուսավոր,հայերեն
483,Արմիկ,Kargin Haghordum sketch 520 (Hayko Mko),https://www.youtube.com/watch?v=xk6bJP_9vh4&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=121&t=0s,ծնունդիս ժամանակ հարցրեցի ինչ նվեր ես անելու դու էլա սեցիր որ սյուրպրիզա հետո կասես դե ասա էդ ինչ նվերա կնիկ ջան էս անգամ քեզ օրիգինալ նվեր եմ էլի պատրաստե ուզում եմ քեզի սեքս նվիրեմ էլի  սեքս ես գիտեի նորմալ նվերա լինելու ինչ սեքս  հա դե ուզում եմ քեզ իսկական սեքս նվեր տամ էլի իսկ եթե ես չեմ ուզում է չես ուզում ծնունդիդ օրով տենց առանց նվեր մնա  ,ասա էսօր լավ անցավ ծնունդս շատ ցավդ տանեմ շատ ընկերուհիներս էլ հետիս աշխատողներն էլ շատ գոհ էին մնացել գնալուց բոլորն էլ շնորհակալություն հայտնեցին ասին շատ լավ էր հա չէ չէ չէ շատ լավ ծնունդ էրշագ լավ անցավ բայց ընե մի քանի բան էղավ հեչ դուրս չեկա էն ձեր հետի աշխատողներից մեկի մարդը էն ամերիկացի Բիլը արա այ ախպեր ջան էդ ինչ հարբել էր հարբե էտի կնգան մոռացել էր գնացել էր նստել էր ընգերոջս կողքը անգլերեն ձեռ մեռ էր քցում ի էդ ընգերս էլ կնիկ ունի երեք հատ  էրեխա ունի հմի հո սաղին չի թողելու դրա խելքին ընգնի բայց գիտես ես չեմ նկարել որ տենց անախորժ պահա էղել չէ չէ ընդեղ էլի բաներ էղան քեզ չեմ ասում մեկ ասի էդ Բիլին ասի քաշեմ պադեզդ արա ուբիլ Բիլը աձին դվա անեմ հետո էլ ասի էսօր կնգաս ծնունդնա արի էս գեղեցիկ օրւ հարամ Խաչատրյան չանե ցաբդ տանեմ չէ ճիշտ ես արել իսկականից չարժե էլի էս օրով մի բան անել լսի նոր բոլորի նվերներն էի նայում նեն  լավ նվերներ են տվել դե քեզ էլ ծնունդիս ժամանակ հարցրեցի ինչ նվեր ես անելու դու էլա սեցիր որ սյուրպրիզա հետո կասես դե ասա էդ ինչ նվերա կնիկ ջան էս անգամ քեզ օրիգինալ նվեր եմ էլի պատրաստե ուզում եմ քեզի սեքս նվիրեմ էլի  սեքս ես գիտեի նորմալ նվերա լինելու ինչ սեքս  հա դե ուզում եմ քեզ իսկական սեքս նվեր տամ էլի իսկ եթե ես չեմ ուզում է չես ուզում ծնունդիդ օրով տենց առանց նվեր մնա  ,"Հայկո,Մկո",2,ոչ մի,Ննջարան,լուսավոր,հայերեն
484,Արմիկ,Kargin Haghordum sketch 453 (Hayko Mko),https://www.youtube.com/watch?v=5CrwzEiLl8Q&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=54&t=0s,արի արի պառվա կազանովա ինչքան էր պարտքդ հինգ հայրյուր հիսուն հազար ահագին աշխատելու տեղ ունես  էս էլ մեր կուպեն վամեցեք արի հըն տատի ջան գոհ ես հա բալես ապրես ցավդ տանեմ հիմա որ գնամ տուն էդ դարակի մեջ էդ փողերը կլնի յա կասկածում ես դե լավ ես գանամ որ հասցնեմ էդ բանկի փողերը փակեմ գնա բալես գնա  եքա էշա մինչև հիմա հեքիաթներինա հավատում ,հա Գոռ ջան Ժոռնա ապեր հա ապեր ապեր իմացանք որ պռոբլեմներ ունես բանկը տունդ մեքենադ լռիվ ունեցավածքդ կալանքի տակա դրել ինչքան հասկացա քեզ հարյուր հազար դոլարա հա պետք հիմա մենք ստեղ հավաքվել ենք բոլորս էլ մեր ախպոր համար գործը թողեկ էկել ենք ու քեզ մի հատ հետաքրքիր նորություն ունենք հայտնելու ու ինչ աբեր էդ փողը չենք կարում ճարենք արա այ բալա էս ինչ ես անում տատի մի խանգարի չես տենում քցվում եմ սպասի փող մող ես պարտք դրա համար ես քցվում  վարկ եմ վերցրել բանկից հիմա չեմ կարում հետ վերադարձնեմ   գործարանս ավտոներս տբերս դաժը սիրածիս են ձեռիցս առնում քանի տոկոսով ես վարկդ վեկալե երեսուն վայ երեսուն տոկոս վայ քո տունը չքանդվի տենց վարկ են վեկալոյմ այ մարդ երիտասարդ ես կաշխատես կտաս ինչ ես քցվում էէէ դե լավ էլի տատի ասում եմ քցվում եմ մի խանգարի սպասի հոպ հոպ այ բալա դու աչքիս իսկանից ուզում ես քցվես էկել հասել ես ստեղ չգիտես ուր ես էկել էսի կախարդական տեղերա այ բալա ստեղ մի հատ կախարդ կա ինքը բոլորի պռոբլեմները լուծումա սենց մի հատ կապույտ պլաշով սպիտակ մազերով սենց ակնոցներով կուզզիկ պառավա մի հատ չլնի էդ դու ես տատի բա չէ էդ քո բանկի կառավարիչնա  էդ ես եմ հիմա դու ինձ հաստատ կօգնես այ բալա ասում եմ երեք ժամից քո ուզած քանակության փողը քո տան դարակում դրած կլնի  մենակ տատաին մի հարցում պտի օգնես բալես տատիին սեքսի գծով պտի բավարարես տատի քո հետ տատի լավէլի էդ ուրեմն երեսուն տոկոսը կտաս տատիին մի հատ պատիվ չես տա հինգ րոպեյա էլի սաղ պռոբլեմներդ կլուծեմ ասում եմ քել էլ մի մտածի բալես քել քել քել բռնվի չընգնես այ տղա ստեղ չէ սպասի տուն հասնենք արի արի պառվա կազանովա ինչքան էր պարտքդ հինգ հայրյուր հիսուն հազար ահագին աշխատելու տեղ ունես  էս էլ մեր կուպեն վամեցեք արի հըն տատի ջան գոհ ես հա բալես ապրես ցավդ տանեմ հիմա որ գնամ տուն էդ դարակի մեջ էդ փողերը կլնի յա կասկածում ես դե լավ ես գանամ որ հասցնեմ էդ բանկի փողերը փակեմ գնա բալես գնա  եքա էշա մինչև հիմա հեքիաթներինա հավատում ,"Հայկո,Մկո",2,Գոռ ,Դուրս,լուսավոր,հայերեն
485,Արմիկ,Kargin Haghordum sketch 454 (Hayko Mko),https://www.youtube.com/watch?v=_rD_6sDaJ7U&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=55&t=0s,Մամիկոոոոն կարողա կովերս մոտդ են էկել չեմ լսում ինչ ես ասում  ասում եմ կարողա կովերես մոտդ են եկել Մամիկոոոոն ասում եմ բան չեմ լսվում մի հատ նորմալ ասա լսեմ թու ես քո ասում եմ կարողա կովերս մոտդ են եկել Մամիիիիիկոոոոն թու քո չի լսում ասում եմ բան չեմ լսում մի հատ նորմալ գոռաարա ասում եմ կովերը կովերը  եղբայր ինչու կճվաս տո այ ցավդ տանեմ քնա հելա կովերս կորել են մտածում եմ էն Մամիկոնի մոտ կլնենխառնված կլնեն իրա կովերի հետ հա բայց գոռում եմ չի լսում է բնավ հեռու է չի լսե ասանք սարք է աղվոր սարք է հեռադիտակ գոխե աչքերուդ մեջ նայե ջոգե քո կովերը առ ձգե արա արաաաա Մամիկոն կարողա կովերս մոտդ են էկել հըն ապե   ,հա բայց քուրիկ ջան ես զակազ էի տվել մարտինի բիանկո ու ռակ  դու մարտինի բիանկոն բերել ես բայց ռակերհ չես բերել ուրա ռակերս ուրա ռակերս ռակերս ուրա կովերս ուրա կովերս ուրա կովերս ուրա կոցերս կարողա էն Մամիկոնկ մոտ են Մամիկոոոոն կարողա կովերս մոտդ են էկել չեմ լսում ինչ ես ասում  ասում եմ կարողա կովերես մոտդ են եկել Մամիկոոոոն ասում եմ բան չեմ լսվում մի հատ նորմալ ասա լսեմ թու ես քո ասում եմ կարողա կովերս մոտդ են եկել Մամիիիիիկոոոոն թու քո չի լսում ասում եմ բան չեմ լսում մի հատ նորմալ գոռաարա ասում եմ կովերը կովերը  եղբայր ինչու կճվաս տո այ ցավդ տանեմ քնա հելա կովերս կորել են մտածում եմ էն Մամիկոնի մոտ կլնենխառնված կլնեն իրա կովերի հետ հա բայց գոռում եմ չի լսում է բնավ հեռու է չի լսե ասանք սարք է աղվոր սարք է հեռադիտակ գոխե աչքերուդ մեջ նայե ջոգե քո կովերը առ ձգե արա արաաաա Մամիկոն կարողա կովերս մոտդ են էկել հըն ապե   ,"Հայկո,Մկո,Աշոտ",3,Մամիկոն ,Դուրս,լուսավոր,հայերեն
486,Արթուր,Kargin Haghordum sketch 455 (Hayko Mko),https://www.youtube.com/watch?v=UKLBaltVKKc&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=56&t=0s,ես չգիտեմ քեզ ինչա ասել բայց ինձ ասեց որ պատրաստ լինեմ ամենավատին,"Դու կալյասկի մեջ ես պպզի հլը ;լավ էլի հոպար ;քեզ ասում եմ պպզի , լավ պպզում եմ ;դու էլ պինդ բռնվի ;ոնցա մաման;բժիշկը ասեց որ մերդ ձիու պես առողջա էս քանի օրը հիվանդանոցից դուրս են գրելու գալուա մեր մոտ ապրի;ոնց բա ինձ բժիշկը որ մամայիս վիճակը շատ ծանրա ;ես չգիտեմ քեզ ինչա ասել բայց ինձ ասեց որ պատրաստ լինեմ ամենավատին;","Հայկո,Մկո",2,ոչ մի,Տուն,լուսավոր,հայերեն
487,Արմիկ,Kargin Haghordum sketch 456 (Hayko Mko),https://www.youtube.com/watch?v=40ukYPvfUmI&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=57&t=0s,էս ով էր կնիկ էսի նոր ինձ երկու անգամ բռնաբարեց բա ընչի շուտ ձեն չհանիր ես գիտեի էդ դու ես մինչև որ ինքը երկրորդ անգամ չսկսեց    ,լաաավ կնիկս քնածա չարթնացնեմ իմ սև սիրտ սրանց վարդագույն լիմոնադներ էս ինչ հոգնած եմ վայ վայ էս ովա անասուն էս ով էր կնիկ էսի նոր ինձ երկու անգամ բռնաբարեց բա ընչի շուտ ձեն չհանիր ես գիտեի էդ դու ես մինչև որ ինքը երկրորդ անգամ չսկսեց    ,"Մկո,Հասմիկ",2,ոչ մի,Տուն,մութ,հայերեն
